"landscape","block","gen","treat","location","AutoPi_5","SexPi_5","AutoSE_5","SexSE_5","AutoPi_7.5","SexPi_7.5","AutoSE_7.5","SexSE_7.5","AutoPi_10","SexPi_10","AutoSE_10","SexSE_10","AutoPi_12.5","SexPi_12.5","AutoSE_12.5","SexSE_12.5","AutoPi_15","SexPi_15","AutoSE_15","SexSE_15"
64,4,8,"shuff",NA,0.0100832178067251,0.00417589712144344,4.13773995600887e-05,9.52774676135923e-05,0.0101061505119311,0.00417503265176715,4.69596204151972e-05,0.000107753574880107,0.0101071549608998,0.00421440379583333,5.1329609009253e-05,0.000122300437972594,0.01012057512402,0.00417195349393414,5.53239558965097e-05,0.000126856273458185,0.0101097731813642,0.00416771718426501,5.90163841219304e-05,0.000135329377943838
65,4,0,"shuff",NA,0.0104026608132828,0.00407967937880886,4.17847785329894e-05,9.31814506683127e-05,0.0104215920118894,0.00406634036240914,4.75109954647e-05,0.000105123045725655,0.0104182978638995,0.00406722602920723,5.20539779207545e-05,0.000114192405418266,0.0104386024651847,0.00407293243717728,5.62164498988869e-05,0.00012125658101695,0.0104222843917263,0.00404201387603306,5.98318862490824e-05,0.000127765744884347
65,4,8,"shuff",NA,0.0101001146684596,0.00402277626629681,4.16839855326898e-05,9.13706619970079e-05,0.0101228471874116,0.00404444536590437,4.73544080262333e-05,0.000105437049191807,0.0101301774085186,0.00402643664993027,5.17911333949627e-05,0.000115185266729886,0.0101475510047818,0.00405176406044905,5.59530116559926e-05,0.00012262162741475,0.0101413318570558,0.00405598599378882,5.9738948876447e-05,0.000131515797398558
66,4,0,"shuff",NA,0.0103710573275461,0.00406574582485465,4.1839603920662e-05,9.56836293337681e-05,0.0103839303589585,0.00401743311764706,4.73225797617456e-05,0.000104996108489321,0.010393140996556,0.00403406738639653,5.19181064684994e-05,0.00011466008729721,0.0104236853089165,0.00410116967985611,5.60401951040502e-05,0.000125459598655513,0.0103966804480186,0.00404833486956522,5.96142746977552e-05,0.00013193495848403
66,4,8,"shuff",NA,0.00978202176922113,0.00383591079025424,4.09814579359035e-05,9.6205142095777e-05,0.00981085235036315,0.00377776317001056,4.65098039295828e-05,0.000100026413884704,0.0098309731618131,0.0038546443988764,5.0983518706409e-05,0.000117568797970114,0.00983686952859636,0.00385303552464789,5.49993128420404e-05,0.000123083455092632,0.00983576744866126,0.00382357137184874,5.85392222693872e-05,0.000130337943616476
67,4,0,"shuff",NA,0.0101660623774216,0.00420727506354749,4.15870530861345e-05,9.76431525928899e-05,0.0101906766765363,0.00420023419206681,4.69934859259285e-05,0.000109336987665326,0.0101937152677776,0.00420071764796634,5.13530905286326e-05,0.000120436102809233,0.0102209682608115,0.00423933562782609,5.54365869220619e-05,0.00013120457157903,0.0101919801557548,0.00421015949793388,5.90279167063213e-05,0.000137352351869712
67,4,8,"shuff",NA,0.010075182011958,0.00377332346774194,4.19113160687919e-05,9.00244974825557e-05,0.0100849668338458,0.0038137985870021,4.74563872881078e-05,0.000102134454297676,0.0100961446683043,0.00379316261764706,5.20924601763841e-05,0.000112607244546462,0.0101075923305533,0.00381280013286713,5.61114759039828e-05,0.000120046069189885,0.0100985756294942,0.00379640356666667,6.00039848140481e-05,0.000126466545466341
73,4,0,"struct",NA,0.0107928777402904,0.00437242353356401,4.3710000035739e-05,9.10632637434185e-05,0.0108023236125226,0.00435119768497409,4.94676034401848e-05,0.000100962182583262,0.010782397334245,0.00435354620914127,5.42155625138977e-05,0.000110986318143129,0.0108010564304307,0.00433933558086956,5.84477640997122e-05,0.000117190295799665,0.0107938566927154,0.00433013892099792,6.24074758631888e-05,0.000124526426107969
73,4,8,"struct","C",0.00993525489818578,0.00422546165778098,4.22140952067113e-05,9.24839829312401e-05,0.00994944172647662,0.00420599537029064,4.77590390155671e-05,0.000103495461135066,0.00996437974443249,0.00415605741040462,5.2417304071038e-05,0.000110983546604259,0.00997256392798354,0.00419167862118492,5.65423848295858e-05,0.000119528531380309,0.00997209600049261,0.0041515885673913,6.03428823680058e-05,0.000123993159495462
73,4,8,"struct","E",0.0099315553990871,0.00419728533148405,4.21412779057339e-05,9.14264901164957e-05,0.00995204899143259,0.00418340225646329,4.79581686008835e-05,0.000102825413355878,0.00995855400097537,0.00420491207330567,5.26986954335104e-05,0.000111610123609735,0.00997436657095108,0.00421916474698795,5.6816469094449e-05,0.000121193372327688,0.00996279317240961,0.00417125719047619,6.08372995312821e-05,0.000127733450979817
74,4,0,"struct",NA,0.0104040918182864,0.00415414725468425,4.19452908059928e-05,9.16806967636768e-05,0.0104283993935937,0.00415399589337474,4.76048830792106e-05,0.000105714279979057,0.0104243187351914,0.00416872800969529,5.22045906409824e-05,0.000116061223850067,0.0104447752873319,0.00417524792241379,5.63816229494978e-05,0.000124983059945048,0.0104272575852183,0.00414752811801242,6.02523648187362e-05,0.000132040487651385
74,4,8,"struct","C",0.0102352112014089,0.00407952970457698,4.20934035113655e-05,8.97456080238807e-05,0.0102443985637646,0.00412866632642487,4.76705742312832e-05,0.000105779260282904,0.0102505295894051,0.0041309536519337,5.24147034953816e-05,0.000114448447299744,0.0102705422293019,0.00413353004302926,5.63872081784231e-05,0.00012296781664447,0.0102504086036452,0.00411086763561077,6.02573022179746e-05,0.00013071294348181
74,4,8,"struct","E",0.00979049491773575,0.00399721759357542,4.19096817250946e-05,9.62649382481091e-05,0.00979171476254181,0.00398461728229167,4.72791748087452e-05,0.000105915869098972,0.00980520441142105,0.00396917412691771,5.18897029629891e-05,0.000112977544029633,0.00982235105197994,0.0039618702972028,5.59908045174473e-05,0.000122284912588616,0.00980945111903012,0.00395484221338912,5.96752016152112e-05,0.000130549746369136
75,4,0,"struct",NA,0.0104238656323469,0.0042487701285615,4.176217194456e-05,9.08315142222714e-05,0.010455701331986,0.00427173474012474,4.73447836514827e-05,0.000104546979546381,0.0104584878655804,0.0042715351015299,5.21163589743128e-05,0.000115430391211606,0.0104727028517917,0.00426622365625,5.60091556476884e-05,0.000119877606066323,0.0104550656665455,0.00422270228125,5.97487141743603e-05,0.000127030335039796
75,4,8,"struct","C",0.0101774207350697,0.00400585819804742,4.17109058916928e-05,8.51181004842853e-05,0.0101938993793314,0.00403350767497404,4.72476705048817e-05,9.70661311878644e-05,0.0101953964011845,0.00406883789612188,5.19453960936681e-05,0.000110007046850714,0.0102282588308935,0.00402487431141869,5.599305031817e-05,0.000111572801779929,0.0102033650277543,0.00400961777035491,5.96771647595119e-05,0.0001191333355492
75,4,8,"struct","E",0.00954628538946101,0.00368035216090332,4.12017271131453e-05,8.92073079074086e-05,0.00957644745443882,0.00372699243730242,4.66530790548937e-05,0.000102656929594551,0.00958875040793573,0.00367973618732394,5.1012211844675e-05,0.000109878651899243,0.00959605002774661,0.00371213724428822,5.4731142490642e-05,0.000122109187547008,0.00958565799401198,0.00366487758315789,5.85292314896657e-05,0.000121395768039915
77,4,0,"struct",NA,0.0103564577683399,0.0042167622951049,4.18151609489002e-05,9.21882524920721e-05,0.0103748312165839,0.00420589591108787,4.73781409308816e-05,0.000104766516918347,0.0103810353924236,0.00418574279971989,5.19475322483061e-05,0.000112141833510774,0.0104037639016743,0.0041788350979021,5.62160402458015e-05,0.000118905172966428,0.0103785773364055,0.0041695489519833,5.99402940232386e-05,0.0001261511246658
77,4,8,"struct","C",0.0099521014682533,0.00402800723419041,4.20082661676402e-05,8.95860200274572e-05,0.00997176658103405,0.00405743719354839,4.7749633900921e-05,0.000100830972565083,0.00998217499282178,0.00402851368619247,5.20645282743338e-05,0.000108922708111228,0.00999835996257069,0.00401839613438045,5.64240862726829e-05,0.000114703758868062,0.0099898308966237,0.00398616429583333,5.9925095276636e-05,0.000119389141369967
77,4,8,"struct","E",0.00956455665505952,0.00367898282835302,4.1762248024666e-05,8.40378908771447e-05,0.00958366176807494,0.00369080965316719,4.71001129445259e-05,9.40847756424957e-05,0.0095795894109692,0.00367395534214186,5.16638884908285e-05,0.000102075479004908,0.00959564228384687,0.00368491127652174,5.53432939796975e-05,0.000107804840993371,0.00959844432727951,0.00364970788981289,5.89710937116359e-05,0.000113607563717013
78,4,0,"struct",NA,0.00996408243286301,0.00413851683825598,4.12464119322942e-05,9.2975008090216e-05,0.00997951591144817,0.00416838491806723,4.66348481729473e-05,0.000106022950645801,0.0100043354911109,0.00409666019295775,5.10687435125296e-05,0.000112637677416413,0.0100061409268647,0.0041156658400703,5.49522067392229e-05,0.000121170433712334,0.0100141618998509,0.00410434584,5.8558868522723e-05,0.000128669383871192
78,4,8,"struct","C",0.0102949843138077,0.00383748150069444,4.23147896707479e-05,8.85007666889282e-05,0.0103005935849022,0.00382460338262668,4.79357585737428e-05,9.73871024197991e-05,0.0103127962140282,0.00380757625869263,5.27226994751906e-05,0.000107622419490555,0.0103325596115306,0.00384232567647059,5.68358051622053e-05,0.000115117514683964,0.0103233445292966,0.00381149539876033,6.06656678604018e-05,0.000121574403372882
78,4,8,"struct","E",0.0099664422411668,0.0038720665183391,4.16690644781827e-05,8.70734176983411e-05,0.00998268902210926,0.0038943738121775,4.73978161298827e-05,9.79294764665635e-05,0.00999766621198569,0.00387745337482711,5.20953039367748e-05,0.0001065433931489,0.0100082550782185,0.00389757087219344,5.6056633160859e-05,0.000114879752403084,0.00999405471418164,0.0038561583946281,5.97985836021055e-05,0.000119690398640402
79,4,0,"struct",NA,0.0103411160444444,0.00419716040529248,4.19308915934332e-05,9.05851639226099e-05,0.0103611549496177,0.00421943276915114,4.75703814066898e-05,0.000102177294938604,0.0103700202840174,0.00418441020641562,5.20561875243707e-05,0.000110889985714614,0.010388926878723,0.00421796540104167,5.62364854712104e-05,0.000118538574303459,0.0103886399623538,0.0041997674607438,6.00401075983003e-05,0.000125097516358188
79,4,8,"struct","C",0.0100819146601635,0.00391015709084556,4.18341377438329e-05,8.61504396580303e-05,0.0101033941021492,0.00395155610718002,4.74071379989518e-05,9.96597927697817e-05,0.0101087992268143,0.00392087281450488,5.19317930095032e-05,0.000106857647716835,0.01012324336049,0.00388802186443662,5.59502824763239e-05,0.000111894993791387,0.0101202301457342,0.00391814371725572,5.97196362131324e-05,0.000122028059087444
79,4,8,"struct","E",0.00983608829549587,0.00378707323125,4.12792281154942e-05,9.2831807324684e-05,0.00985611516132406,0.00377155792731049,4.67389925545394e-05,0.000104904763862458,0.00985636393239045,0.00375949138997214,5.12897127226155e-05,0.000113990826014459,0.00986937848984797,0.00383721589119171,5.53931690718488e-05,0.000127943769838757,0.00985918683601954,0.00378066118672199,5.91019218903832e-05,0.000133401183647046
80,4,0,"struct",NA,0.0103771113135987,0.00412319685944056,4.19926819447687e-05,9.02801474207333e-05,0.0104070690134827,0.00412070060942408,4.77336097986008e-05,0.000102262807786092,0.0103989932211121,0.00409700372587413,5.22398694854004e-05,0.000109801361426236,0.0104179313403777,0.00415431841783217,5.63199777843843e-05,0.00011987422930822,0.0104112728388278,0.00412341585177453,6.00099596565993e-05,0.000127308808281134
80,4,8,"struct","C",0.0101277123403308,0.00420354141510742,4.15555134826293e-05,9.18288977188304e-05,0.0101663462595359,0.00421902399174407,4.73253459608094e-05,0.000102061927250727,0.0101494428193212,0.00423279835220994,5.17032663855488e-05,0.000114312623956596,0.0101720617692308,0.00422811575517241,5.59198149976195e-05,0.000121088097307248,0.010148050020131,0.00419137556818182,5.9509916401437e-05,0.000127405031915328
80,4,8,"struct","E",0.00992041882404016,0.00373446377099237,4.17524597715931e-05,8.18057041844093e-05,0.009934973,0.00374155723632611,4.72381472080168e-05,9.06815384879393e-05,0.00993777044704063,0.00370951436149584,5.17821628356124e-05,9.66662927207699e-05,0.00995036066741071,0.00376201701903114,5.59123890346032e-05,0.000107895647103006,0.00994413606661005,0.00370733430020704,5.97053536975747e-05,0.000110398819105565
